instance,learned,ipopt,ipmlstm
0,0.002624096749990713,0.004215700149536133,
1,0.002624096749990713,0.004215700149536133,
2,0.002624096749990713,0.004215700149536133,
3,0.002624096749990713,0.004215700149536133,
4,0.002624096749990713,0.004215700149536133,
5,0.002624096749990713,0.004215700149536133,
6,0.002624096749990713,0.004215700149536133,
7,0.002624096749990713,0.004215700149536133,
8,0.002624096749990713,0.004215700149536133,
9,0.002624096749990713,0.004215700149536133,
10,0.002624096749990713,0.004215700149536133,
11,0.002624096749990713,0.004215700149536133,
12,0.002624096749990713,0.004215700149536133,
13,0.002624096749990713,0.004215700149536133,
14,0.002624096749990713,0.004215700149536133,
15,0.002624096749990713,0.004215700149536133,
16,0.002624096749990713,0.004215700149536133,
17,0.002624096749990713,0.004215700149536133,
18,0.002624096749990713,0.004215700149536133,
19,0.002624096749990713,0.004215700149536133,
20,0.002624096749990713,0.004215700149536133,
21,0.002624096749990713,0.004215700149536133,
22,0.002624096749990713,0.004215700149536133,
23,0.002624096749990713,0.004215700149536133,
24,0.002624096749990713,0.004215700149536133,
25,0.002624096749990713,0.004215700149536133,
26,0.002624096749990713,0.004215700149536133,
27,0.002624096749990713,0.004215700149536133,
28,0.002624096749990713,0.004215700149536133,
29,0.002624096749990713,0.004215700149536133,
30,0.002624096749990713,0.004215700149536133,
31,0.002624096749990713,0.004215700149536133,
32,0.002624096749990713,0.004215700149536133,
33,0.002624096749990713,0.004215700149536133,
34,0.002624096749990713,0.004215700149536133,
35,0.002624096749990713,0.004215700149536133,
36,0.002624096749990713,0.004215700149536133,
37,0.002624096749990713,0.004215700149536133,
38,0.002624096749990713,0.004215700149536133,
39,0.002624096749990713,0.004215700149536133,
40,0.002624096749990713,0.004215700149536133,
41,0.002624096749990713,0.004215700149536133,
42,0.002624096749990713,0.004215700149536133,
43,0.002624096749990713,0.004215700149536133,
44,0.002624096749990713,0.004215700149536133,
45,0.002624096749990713,0.004215700149536133,
46,0.002624096749990713,0.004215700149536133,
47,0.002624096749990713,0.004215700149536133,
48,0.002624096749990713,0.004215700149536133,
49,0.002624096749990713,0.004215700149536133,
50,0.002624096749990713,0.004215700149536133,
51,0.002624096749990713,0.004215700149536133,
52,0.002624096749990713,0.004215700149536133,
53,0.002624096749990713,0.004215700149536133,
54,0.002624096749990713,0.004215700149536133,
55,0.002624096749990713,0.004215700149536133,
56,0.002624096749990713,0.004215700149536133,
57,0.002624096749990713,0.004215700149536133,
58,0.002624096749990713,0.004215700149536133,
59,0.002624096749990713,0.004215700149536133,
60,0.002624096749990713,0.004215700149536133,
61,0.002624096749990713,0.004215700149536133,
62,0.002624096749990713,0.004215700149536133,
63,0.002624096749990713,0.004215700149536133,
64,0.002624096749990713,0.004215700149536133,
65,0.002624096749990713,0.004215700149536133,
66,0.002624096749990713,0.004215700149536133,
67,0.002624096749990713,0.004215700149536133,
68,0.002624096749990713,0.004215700149536133,
69,0.002624096749990713,0.004215700149536133,
70,0.002624096749990713,0.004215700149536133,
71,0.002624096749990713,0.004215700149536133,
72,0.002624096749990713,0.004215700149536133,
73,0.002624096749990713,0.004215700149536133,
74,0.002624096749990713,0.004215700149536133,
75,0.002624096749990713,0.004215700149536133,
76,0.002624096749990713,0.004215700149536133,
77,0.002624096749990713,0.004215700149536133,
78,0.002624096749990713,0.004215700149536133,
79,0.002624096749990713,0.004215700149536133,
80,0.002624096749990713,0.004215700149536133,
81,0.002624096749990713,0.004215700149536133,
82,0.002624096749990713,0.004215700149536133,
83,0.002624096749990713,0.004215700149536133,
84,0.002624096749990713,0.004215700149536133,
85,0.002624096749990713,0.004215700149536133,
86,0.002624096749990713,0.004215700149536133,
87,0.002624096749990713,0.004215700149536133,
88,0.002624096749990713,0.004215700149536133,
89,0.002624096749990713,0.004215700149536133,
90,0.002624096749990713,0.004215700149536133,
91,0.002624096749990713,0.004215700149536133,
92,0.002624096749990713,0.004215700149536133,
93,0.002624096749990713,0.004215700149536133,
94,0.002624096749990713,0.004215700149536133,
95,0.002624096749990713,0.004215700149536133,
96,0.002624096749990713,0.004215700149536133,
97,0.002624096749990713,0.004215700149536133,
98,0.002624096749990713,0.004215700149536133,
99,0.002624096749990713,0.004215700149536133,
100,0.002624096749990713,0.004215700149536133,
101,0.002624096749990713,0.004215700149536133,
102,0.002624096749990713,0.004215700149536133,
103,0.002624096749990713,0.004215700149536133,
104,0.002624096749990713,0.004215700149536133,
105,0.002624096749990713,0.004215700149536133,
106,0.002624096749990713,0.004215700149536133,
107,0.002624096749990713,0.004215700149536133,
108,0.002624096749990713,0.004215700149536133,
109,0.002624096749990713,0.004215700149536133,
110,0.002624096749990713,0.004215700149536133,
111,0.002624096749990713,0.004215700149536133,
112,0.002624096749990713,0.004215700149536133,
113,0.002624096749990713,0.004215700149536133,
114,0.002624096749990713,0.004215700149536133,
115,0.002624096749990713,0.004215700149536133,
116,0.002624096749990713,0.004215700149536133,
117,0.002624096749990713,0.004215700149536133,
118,0.002624096749990713,0.004215700149536133,
119,0.002624096749990713,0.004215700149536133,
120,0.002624096749990713,0.004215700149536133,
121,0.002624096749990713,0.004215700149536133,
122,0.002624096749990713,0.004215700149536133,
123,0.002624096749990713,0.004215700149536133,
124,0.002624096749990713,0.004215700149536133,
125,0.002624096749990713,0.004215700149536133,
126,0.002624096749990713,0.004215700149536133,
127,0.002624096749990713,0.004215700149536133,
128,0.002624096749990713,0.004215700149536133,
129,0.002624096749990713,0.004215700149536133,
130,0.002624096749990713,0.004215700149536133,
131,0.002624096749990713,0.004215700149536133,
132,0.002624096749990713,0.004215700149536133,
133,0.002624096749990713,0.004215700149536133,
134,0.002624096749990713,0.004215700149536133,
135,0.002624096749990713,0.004215700149536133,
136,0.002624096749990713,0.004215700149536133,
137,0.002624096749990713,0.004215700149536133,
138,0.002624096749990713,0.004215700149536133,
139,0.002624096749990713,0.004215700149536133,
140,0.002624096749990713,0.004215700149536133,
141,0.002624096749990713,0.004215700149536133,
142,0.002624096749990713,0.004215700149536133,
143,0.002624096749990713,0.004215700149536133,
144,0.002624096749990713,0.004215700149536133,
145,0.002624096749990713,0.004215700149536133,
146,0.002624096749990713,0.004215700149536133,
147,0.002624096749990713,0.004215700149536133,
148,0.002624096749990713,0.004215700149536133,
